,Date of 8-day Window,"Centroid of Selection (Lat,Lon)",Number of Pixels,Average AOD,5% Percentile AOD,50% Percentile (Median) AOD,95% Percentile AOD,Percent of Pixels with no Data
0,2020-03-06,"26.63, 86.73",100,0.47629595,0.050399998947978024,0.56700000166893,0.8992000043392181,2.0
0,2020-03-14,"26.63, 86.73",100,0.29507002,0.030449999496340755,0.3409999907016754,0.5872000128030777,0.0
0,2020-03-22,"26.63, 86.73",100,0.46906665,0.05679999999701977,0.5959999859333038,0.7111999958753585,10.0
0,2020-03-30,"26.63, 86.73",100,0.34847993,0.14579999819397926,0.3409999907016754,0.5592000156641006,0.0
0,2020-04-07,"26.63, 86.73",100,0.47931004,0.3103999897837639,0.49400000274181366,0.6305999964475631,0.0
0,2020-04-15,"26.63, 86.73",100,0.70730186,0.22520000040531157,0.7200000286102295,0.9324000120162963,47.0
0,2020-04-23,"26.63, 86.73",100,0.5478422,0.20219999849796294,0.546999990940094,0.9649000227451323,81.0
0,2020-05-01,"26.63, 86.73",100,0.3868276,0.21220000088214874,0.38600000739097595,0.6016000151634215,71.0
0,2020-05-01,"26.63, 86.73",100,0.3868276,0.21220000088214874,0.38600000739097595,0.6016000151634215,71.0
0,2020-05-09,"26.63, 86.73",100,0.49008334,0.15504999905824662,0.5709999799728394,0.8591499894857405,16.0
0,2020-05-17,"26.63, 86.73",100,0.5464849,0.3932000041007996,0.47200000286102295,0.8442000031471253,67.0
0,2020-05-25,"26.63, 86.73",100,0.77791667,0.4942000016570091,0.777999997138977,1.0,28.0
0,2020-06-02,"26.63, 86.73",100,0.6725,0.367399999499321,0.6455000042915344,0.934050017595291,90.0
0,2020-06-10,"26.63, 86.73",100,0.76475,0.662800008058548,0.75,0.8873500049114227,96.0
0,2020-06-18,"26.63, 86.73",100,0.6703333,0.3784000054001808,0.6674999892711639,0.9697499960660934,88.0
0,2020-06-26,"26.63, 86.73",100,,,,,100.0
0,2020-06-26,"26.63, 86.73",100,,,,,100.0
0,2020-07-04,"26.63, 86.73",100,,,,,100.0
0,2020-07-12,"26.63, 86.73",100,,,,,100.0
0,2020-07-20,"26.63, 86.73",100,,,,,100.0
0,2020-07-28,"26.63, 86.73",100,1.0,1.0,1.0,1.0,98.0
0,2020-08-05,"26.63, 86.73",100,0.13512,0.04859999865293503,0.1379999965429306,0.208200004696846,75.0
0,2020-08-13,"26.63, 86.73",100,,,,,100.0
0,2020-08-21,"26.63, 86.73",100,,,,,100.0
0,2020-08-21,"26.63, 86.73",100,,,,,100.0
0,2020-08-29,"26.63, 86.73",100,,,,,100.0
0,2020-09-06,"26.63, 86.73",100,,,,,100.0
0,2020-09-14,"26.63, 86.73",100,0.34728,0.24400000274181366,0.3540000021457672,0.47460001111030575,75.0
0,2020-09-22,"26.63, 86.73",100,,,,,100.0
0,2020-09-30,"26.63, 86.73",100,0.844,0.4494000032544136,0.9979999959468842,1.0,86.0
0,2020-10-08,"26.63, 86.73",100,0.24301998,0.050999999046325684,0.2240000069141388,0.5281499981880188,0.0
0,2020-10-16,"26.63, 86.73",100,0.45502302,0.14839999824762345,0.515999972820282,0.6837999999523163,13.0
0,2020-10-16,"26.63, 86.73",100,0.45502302,0.14839999824762345,0.515999972820282,0.6837999999523163,13.0
0,2020-10-24,"26.63, 86.73",100,0.18665263,0.004000000189989805,0.19300000369548798,0.4129999876022339,5.0
0,2020-11-01,"26.63, 86.73",100,0.45013002,0.06560000162571669,0.5870000123977661,0.7684000074863434,0.0
0,2020-11-09,"26.63, 86.73",100,0.10363999,0.05079999901354313,0.09599999710917473,0.1889999955892563,0.0
0,2020-11-17,"26.63, 86.73",100,0.3551443,0.07420000284910203,0.3540000021457672,0.6561999917030333,3.0
0,2020-11-25,"26.63, 86.73",100,0.255,0.0827999971807003,0.25,0.4463499933481216,0.0
0,2020-12-03,"26.63, 86.73",100,0.5131072,0.11520000025629998,0.49000000953674316,1.0,16.0
0,2020-12-11,"26.63, 86.73",100,0.49652326,0.13899999856948853,0.466499999165535,1.0,14.0
0,2020-12-11,"26.63, 86.73",100,0.49652326,0.13899999856948853,0.466499999165535,1.0,14.0
0,2020-12-19,"26.63, 86.73",100,0.38370526,0.09099999815225601,0.38999998569488525,0.7360000014305115,5.0
0,2020-12-27,"26.63, 86.73",100,0.55342853,0.19939999729394914,0.539000004529953,0.9919499903917312,16.0
